disaster_type,latitude,longitude,avg_temperature,rainfall_mm,humidity_percent,wind_speed_kmph,atmospheric_pressure_hpa,soil_moisture_percent,seismic_activity_richter,elevation_meters,month
Drought,-58.4601,132.0373,34.2,9.5,19.5,13.7,1014.5,10.3,1.1,141.2,12
No Disaster,-12.5815,145.3527,22.7,8.0,52.9,16.5,1016.7,46.3,0.4,255.3,3
Tsunami,16.8844,-168.1885,26.4,10.9,68.9,17.6,1003.8,24.8,9.1,2.4,4
No Disaster,34.8513,97.6042,19.8,3.0,56.3,10.8,998.5,42.8,0.1,127.9,9
Landslide,-89.9979,-30.0363,17.8,163.7,99.2,6.8,983.7,79.1,2.9,1002.9,4
Heatwave,84.0322,-99.2543,46.6,1.5,22.0,6.3,1014.5,6.5,0.7,653.4,9
No Disaster,-23.2306,144.6985,22.1,19.7,52.6,7.9,1007.7,49.8,0.2,544.5,10
No Disaster,-86.2792,-83.1529,17.8,5.4,48.9,9.6,1000.9,58.5,1.3,129.9,5
No Disaster,-71.5471,4.9876,17.6,7.4,58.0,16.6,1010.9,51.4,0.9,921.0,7
Hurricane,-67.4775,126.1698,28.4,154.6,76.3,121.3,940.7,76.6,0.3,11.9,1
No Disaster,40.8702,22.3462,24.2,9.9,41.4,3.3,1013.6,52.0,0.8,25.2,4
Drought,-67.6111,107.117,39.2,8.4,7.4,16.2,1012.5,14.1,0.8,270.4,5
Landslide,0.8632,78.6434,22.9,194.8,94.0,16.6,987.8,74.0,5.5,1314.5,4
No Disaster,22.5053,-66.0421,22.2,10.0,32.1,6.3,1018.1,55.5,2.0,628.0,4
Drought,31.3236,-161.3391,38.2,2.9,12.7,12.1,1015.5,6.7,1.1,202.3,6
No Disaster,-45.5163,-51.8923,11.3,6.7,50.3,1.4,996.2,41.4,2.0,784.9,7
Earthquake,23.8108,-108.3628,18.4,37.5,26.1,5.6,999.7,47.3,9.4,135.0,10
Heatwave,-57.7144,169.4436,41.1,0.8,19.8,10.6,1016.3,6.9,0.4,211.4,10
Volcanic Eruption,3.0222,86.4581,17.6,27.5,61.4,5.8,991.7,46.9,8.6,1205.0,9
No Disaster,-73.4279,35.6561,19.4,13.0,38.0,0.3,1019.0,37.5,1.4,706.6,6
Earthquake,-33.6767,-82.4053,22.0,43.3,76.8,2.1,995.4,67.8,8.4,1766.0,11
No Disaster,49.0142,45.0737,15.6,1.0,48.8,7.7,1018.1,46.3,1.9,220.5,9
No Disaster,61.1643,-112.1254,20.1,19.5,33.1,0.2,1003.0,32.8,1.5,914.5,12
Wildfire,65.0375,114.2108,42.7,4.4,19.9,21.5,1006.4,20.1,1.4,465.2,7
Drought,-54.1313,135.8892,41.1,0.1,11.2,9.3,1006.8,5.0,0.1,229.5,3
No Disaster,-51.238,34.9545,18.9,7.4,40.0,17.7,1001.5,44.8,0.6,786.8,3
Wildfire,21.021,87.4373,46.1,5.2,6.0,28.6,1017.6,17.5,1.1,549.5,12
Hurricane,74.7463,129.5366,25.4,268.1,85.3,231.1,961.9,83.3,1.0,53.5,11
Earthquake,78.5305,-156.9577,26.5,14.6,46.6,0.4,1000.5,50.1,5.7,982.2,4
No Disaster,-52.1947,-78.8263,20.7,0.2,42.3,18.5,993.4,45.5,1.6,942.5,2
No Disaster,68.7043,113.0852,20.3,2.2,38.7,6.2,997.5,45.5,1.1,356.9,10
Heatwave,59.14,104.1454,43.1,1.8,24.1,4.9,1015.3,10.1,0.9,701.1,5
Heatwave,72.6405,-152.0493,48.3,0.7,15.4,11.9,1023.3,6.9,0.5,331.6,6
Hurricane,-36.7303,-14.6919,29.1,258.3,84.6,173.4,951.5,79.6,1.7,53.2,12
Volcanic Eruption,2.688,-121.9094,6.7,1.0,29.9,35.6,966.9,54.2,4.5,1667.1,9
Drought,-51.859,-68.0391,32.5,2.4,11.7,11.7,1018.7,11.4,1.5,207.4,1
No Disaster,-12.79,14.7258,20.4,14.0,35.2,10.0,1002.4,56.1,1.3,532.5,1
No Disaster,-0.7733,155.9258,16.6,19.6,45.4,2.3,1012.9,50.4,1.5,951.4,1
Flood,-86.7377,105.3929,16.0,342.3,86.8,28.9,1000.7,70.1,0.0,72.3,8
Heatwave,45.4749,-12.5801,48.7,0.4,7.5,4.3,1018.0,10.2,0.8,323.7,3
Tsunami,-87.5938,-32.4939,26.5,0.5,68.4,4.2,991.3,44.0,7.5,37.2,12
Volcanic Eruption,8.2053,173.4146,14.0,25.7,79.4,9.3,1016.0,41.7,6.2,1210.0,8
Heatwave,-77.6315,-46.9533,44.6,1.4,18.1,10.6,1010.1,4.4,0.7,387.2,12
No Disaster,23.758,-145.6662,11.6,1.0,47.4,8.5,1006.4,45.6,0.7,677.5,4
No Disaster,-64.7416,61.6167,19.3,14.8,35.1,3.9,1016.7,52.5,1.8,758.7,3
No Disaster,-12.0306,98.749,22.8,10.8,52.7,6.1,1002.4,51.4,0.8,588.5,9
Tsunami,-46.5299,-102.6315,24.2,27.2,75.2,3.8,992.3,54.8,8.0,41.1,2
Heatwave,82.5296,-24.8087,45.5,1.1,17.7,11.2,1013.4,10.6,0.8,370.5,11
Earthquake,17.1546,-84.7314,23.2,40.7,66.7,15.2,996.6,33.5,8.3,736.7,12
Drought,-50.8984,-12.9636,34.0,4.2,27.2,21.5,1015.8,17.2,1.2,214.5,11
No Disaster,2.5562,85.0424,16.5,13.3,32.8,15.0,1014.4,51.2,1.9,826.7,12
Heatwave,-31.2049,89.3462,48.1,1.7,25.0,3.6,1010.6,8.2,0.1,17.9,11
Volcanic Eruption,62.8522,-33.8358,5.3,4.0,38.7,0.6,951.2,76.7,7.5,1926.9,7
Blizzard,60.6815,43.0294,-13.1,6.2,94.6,55.2,1000.3,99.6,1.1,940.4,10
Tsunami,-65.0816,28.3825,25.7,26.1,71.4,7.4,1008.6,51.7,8.2,22.2,2
Heatwave,26.9116,109.5891,47.2,1.2,6.1,6.8,1020.1,13.6,0.4,753.4,5
No Disaster,23.6958,-160.4193,19.7,19.5,32.1,11.1,1012.4,54.3,0.8,204.2,6
Wildfire,-8.069,60.3938,47.6,1.7,5.3,49.0,1008.3,21.0,1.7,1243.7,6
Flood,6.4683,-4.1416,21.0,246.1,87.2,18.3,1007.6,83.3,1.5,35.5,6
Heatwave,36.4752,-156.0501,42.3,1.8,17.3,3.7,1020.4,11.9,0.5,780.9,8
Tsunami,-54.6024,85.4734,22.9,24.1,89.9,0.6,1016.9,51.1,9.4,23.3,5
Volcanic Eruption,-78.7691,-59.2995,6.3,48.8,69.0,34.1,1015.7,43.4,5.9,1213.1,12
Tsunami,-59.7387,-9.0177,20.6,28.3,62.2,8.8,1005.9,69.3,7.4,5.7,12
No Disaster,-39.8937,107.3856,14.9,6.0,37.0,2.6,997.7,40.7,1.3,62.6,5
Tsunami,-59.3792,143.3657,27.8,2.3,89.6,5.4,993.0,61.5,8.8,30.9,5
No Disaster,-3.8707,101.0002,14.6,6.2,30.1,3.5,1016.3,43.3,2.0,395.7,7
Volcanic Eruption,-79.7438,-29.3014,14.2,36.3,54.5,26.7,1004.4,74.5,5.6,2614.1,7
Volcanic Eruption,11.2599,95.4577,23.8,0.8,51.4,18.8,995.9,62.4,7.4,2974.2,9
No Disaster,64.763,-33.5503,14.9,9.1,52.9,2.5,995.9,58.5,0.4,567.7,9
Tsunami,2.3215,133.0582,24.0,29.1,88.0,14.8,998.4,26.6,9.1,8.3,3
Earthquake,-50.6322,-114.1784,26.5,14.3,75.6,19.4,1010.0,35.7,7.0,1595.5,3
Flood,70.9173,-58.5071,25.9,372.0,80.1,39.7,980.8,70.1,1.3,52.2,6
Tsunami,45.3017,44.452,26.0,1.6,71.3,4.6,998.0,47.7,7.5,14.7,8
No Disaster,75.7331,-165.5787,14.4,4.2,37.1,18.2,1004.0,44.0,1.5,154.5,2
No Disaster,46.8764,4.652,20.6,18.7,41.3,14.2,1004.3,50.2,1.5,45.5,1
No Disaster,1.9045,41.4465,23.7,10.2,45.0,1.0,991.0,46.5,0.9,839.2,1
Flood,53.2813,91.3443,18.2,300.8,84.0,33.2,1007.4,67.6,2.3,69.6,11
Volcanic Eruption,54.2602,-38.8463,20.0,6.3,66.4,9.5,997.4,62.6,8.6,2162.0,2
Blizzard,-32.7511,89.7934,-17.1,0.9,71.3,45.1,990.2,73.3,0.4,178.8,7
No Disaster,-42.2106,40.1269,20.2,6.4,55.4,18.9,1016.5,52.2,0.6,281.6,10
Drought,-7.9886,64.121,38.1,3.5,15.9,20.9,1007.0,2.8,0.5,424.8,10
Flood,-28.1904,120.4458,29.0,255.7,81.2,37.9,981.9,63.7,0.4,59.5,8
Blizzard,-28.5435,-18.4396,-2.6,1.9,60.2,23.6,1011.7,85.9,0.4,436.7,8
Hurricane,57.1334,92.5373,25.6,151.0,80.3,199.5,950.6,66.1,1.8,89.6,7
Heatwave,-36.887,-72.4114,41.1,0.9,19.6,14.1,1019.1,17.3,0.8,138.7,1
No Disaster,-68.9538,65.5751,24.2,2.7,52.0,12.6,1007.5,41.7,0.7,45.2,12
Blizzard,41.94,57.1181,-2.1,8.2,82.7,59.4,1011.4,76.0,0.5,120.5,7
No Disaster,-44.2912,100.7958,11.5,1.5,40.8,1.8,1007.6,36.8,1.8,783.5,8
Blizzard,-84.1602,57.1383,-14.0,1.0,66.9,54.1,990.4,97.5,1.2,1968.8,9
No Disaster,-84.2799,101.5383,13.6,2.9,33.5,0.5,1005.7,36.5,2.0,574.4,9
No Disaster,13.9737,-50.6849,22.4,16.4,44.3,7.0,1000.9,54.2,0.7,209.1,1
Earthquake,60.2264,-50.9995,28.3,28.3,31.0,2.8,1010.2,60.5,8.6,551.5,8
Wildfire,77.8599,-137.2882,49.0,6.8,13.0,11.6,1004.3,12.2,0.3,1053.3,2
Flood,-30.2202,154.1167,27.7,267.2,77.2,25.4,1003.2,61.8,1.7,64.8,4
Drought,9.1194,-34.8452,42.5,8.1,20.3,12.5,1006.4,2.1,0.5,206.6,10
Hurricane,6.8009,-79.8842,27.2,193.2,88.9,104.4,975.4,56.3,0.4,51.8,2
Flood,10.2673,-96.703,22.5,419.4,98.7,16.6,1006.6,97.4,2.3,63.5,9
Hurricane,-38.5741,-147.1053,28.1,156.5,94.5,159.7,952.2,85.7,1.3,0.8,8
No Disaster,62.0399,-24.7314,15.7,18.3,37.5,16.9,1004.5,45.4,0.6,573.0,8
Landslide,-82.9315,-82.0805,10.1,394.6,99.0,11.9,1002.8,80.4,4.7,2610.9,6
No Disaster,-66.1672,-42.3892,19.3,9.1,53.4,20.0,995.7,43.8,0.9,304.5,9
Heatwave,-57.387,44.1912,42.2,0.6,15.9,6.3,1012.4,3.4,0.4,605.8,10
Hurricane,-74.857,-38.4826,26.0,152.5,91.5,190.4,938.2,59.4,0.0,83.5,7
Landslide,-65.6173,-96.6689,23.0,381.6,82.6,1.5,971.8,87.2,3.6,1057.3,10
Wildfire,80.4161,101.3816,39.7,2.5,15.5,28.2,1007.0,0.2,0.1,896.0,8
Landslide,72.7638,-45.1001,18.2,162.6,82.8,25.0,1006.3,76.7,2.9,2634.6,5
Flood,-73.8151,-110.4302,15.8,387.9,78.6,18.4,990.0,86.5,2.2,75.9,3
No Disaster,-2.8096,69.77,18.3,4.3,36.3,5.9,1017.3,46.4,1.5,346.6,2
Landslide,-16.478,64.691,10.9,158.7,81.8,20.9,978.7,89.2,3.0,2772.2,4
Flood,-33.8559,-136.0399,16.7,394.4,96.3,33.7,984.2,81.8,0.3,4.5,7
Flood,42.8312,-50.2292,25.1,281.2,72.4,39.8,984.7,99.5,2.4,79.4,3
Volcanic Eruption,14.0053,131.7966,10.8,23.4,57.2,16.4,979.9,53.2,6.8,3551.7,7
Landslide,78.1979,68.0716,22.3,289.0,93.4,0.5,1006.8,71.2,5.6,2983.9,1
Flood,27.3768,101.131,26.9,380.7,85.3,11.8,988.6,63.7,2.4,13.5,3
Flood,31.7671,33.9271,24.0,404.8,87.3,22.9,988.3,90.7,0.6,69.2,8
Earthquake,-31.7125,58.0106,23.0,12.6,59.0,4.2,994.3,58.1,6.0,1993.8,10
Earthquake,16.9455,-31.9052,12.5,1.4,57.4,16.1,1019.5,49.3,8.6,1345.7,4
No Disaster,-58.5635,-73.4645,20.0,19.3,31.5,17.8,1007.3,46.9,1.0,69.4,5
No Disaster,18.1642,-57.2549,23.8,8.1,34.3,14.3,998.8,45.8,1.4,900.3,9
Earthquake,-34.5805,121.5111,22.3,29.1,35.2,15.1,992.9,67.0,6.8,255.5,7
Blizzard,-87.0762,82.3601,-20.3,6.7,82.3,40.6,984.7,63.8,1.2,1845.0,2
Landslide,-32.7128,141.9354,19.7,222.1,79.0,26.7,970.6,79.7,4.2,1296.4,7
Heatwave,56.7497,141.9856,48.2,1.8,16.1,12.2,1015.8,13.3,1.0,180.6,8
Drought,-72.9063,-66.6294,31.4,1.8,29.7,13.9,1013.3,17.5,1.5,291.4,1
Flood,-32.3951,-8.4739,19.8,346.7,95.8,27.8,1000.8,74.6,1.8,66.7,12
Hurricane,34.816,72.2201,32.5,280.9,87.5,209.5,961.0,57.5,0.1,28.5,4
No Disaster,-1.4302,106.7431,13.5,4.5,46.5,10.5,998.5,38.9,0.6,771.5,8
No Disaster,-79.7352,-142.026,18.8,10.9,37.0,12.8,1014.6,31.2,1.0,689.3,4
Earthquake,-34.6012,40.9096,28.0,40.5,55.0,14.6,1002.8,55.6,7.4,379.9,10
Hurricane,48.6805,-58.571,34.4,229.5,93.3,238.6,978.8,83.3,0.6,96.7,4
Drought,-18.7313,92.2514,36.8,4.1,28.4,10.0,1003.0,11.7,1.5,188.9,6
Earthquake,-5.9889,-152.3798,13.3,3.1,50.0,2.1,994.0,67.6,9.0,904.2,9
Earthquake,-15.3314,-40.5812,23.2,22.1,58.9,1.2,1018.5,67.6,8.1,1909.1,9
No Disaster,-57.5067,-85.5106,17.9,2.2,56.0,5.9,994.9,50.3,0.1,620.0,6
Earthquake,-79.4582,18.8518,21.9,43.6,54.6,6.9,1018.1,51.6,5.8,1131.7,9
Heatwave,-18.6637,-73.3227,41.4,0.3,13.7,8.9,1011.2,18.8,0.8,469.3,4
Tsunami,-53.8612,-66.5963,27.9,27.5,70.8,6.1,995.9,53.9,7.8,49.4,10
No Disaster,-58.1124,79.9438,10.6,8.1,45.5,11.6,1018.1,50.2,1.0,809.7,6
No Disaster,21.2277,-56.935,23.1,0.3,36.8,11.3,1000.5,48.3,0.0,116.5,2
Hurricane,17.903,144.8652,28.8,182.4,86.1,107.3,971.0,83.1,1.2,35.3,8
Drought,9.8437,117.3356,39.5,7.8,20.0,13.3,1023.9,10.8,0.9,110.2,7
Flood,-3.8996,-172.4324,27.3,447.5,93.6,18.5,1005.1,81.7,0.9,62.5,11
Tsunami,-60.594,-113.5947,22.0,11.6,61.5,8.0,1005.4,44.2,8.0,42.0,4
Wildfire,-4.6017,-177.3597,35.4,5.5,12.8,59.7,996.1,7.7,0.2,1392.8,7
Landslide,-82.0681,-113.3003,18.1,311.4,71.4,28.4,1007.9,78.9,2.3,1339.8,1
No Disaster,53.3672,92.4329,20.2,3.3,31.8,13.8,1011.9,31.4,1.9,91.1,12
No Disaster,-76.1835,-178.4925,20.1,12.8,42.3,9.8,1002.5,30.7,0.7,177.1,2
No Disaster,-82.5429,168.409,18.2,19.3,33.4,9.8,995.1,31.5,1.2,207.8,10
No Disaster,8.4472,-8.9676,23.8,1.5,38.4,7.0,1013.5,59.8,0.5,874.3,6
Earthquake,41.4438,-3.6466,22.6,37.0,56.7,0.3,996.8,62.4,6.6,1463.1,1
Volcanic Eruption,59.8701,109.4996,22.3,3.0,61.5,5.6,979.1,61.9,6.0,2558.8,6
No Disaster,-79.3481,47.8089,21.5,19.9,30.3,14.6,1007.2,43.0,0.3,409.1,6
Earthquake,-26.0209,60.9189,19.7,20.9,41.5,11.9,1010.1,36.5,7.4,1106.9,12
Drought,-52.1807,87.2177,30.4,3.5,24.5,16.3,1006.5,13.9,0.9,398.1,10
No Disaster,2.3715,-133.0184,16.6,6.3,57.4,1.2,1010.8,35.5,0.6,415.5,11
Landslide,-38.5873,84.459,10.4,296.2,98.2,5.2,991.2,72.7,4.5,2101.1,8
Earthquake,3.8479,142.7669,13.9,1.1,71.7,11.5,1021.2,53.9,8.7,859.3,6
No Disaster,74.3475,25.9643,12.7,5.4,36.0,4.9,999.2,46.7,1.2,426.5,9
Drought,-75.3165,-148.3962,32.6,5.2,10.3,10.7,1010.0,16.2,0.0,324.7,9
No Disaster,-34.4156,-74.3275,14.0,6.7,46.7,14.1,1009.9,54.2,1.8,816.1,4
Wildfire,89.4509,79.2567,39.3,8.8,5.7,21.6,1016.9,7.7,0.4,379.6,4
Wildfire,0.0105,62.9616,38.6,7.6,16.4,25.6,1002.3,6.3,2.0,1039.3,7
No Disaster,-20.5309,-45.379,23.3,3.0,34.6,6.6,991.6,35.5,1.9,428.2,12
Earthquake,-52.7728,1.6041,16.2,21.4,58.7,14.9,998.1,46.2,6.6,397.3,8
No Disaster,58.538,106.2209,14.9,15.3,34.3,13.2,1009.2,30.8,1.6,903.2,6
Blizzard,-70.3775,-90.5257,-20.5,8.1,95.0,38.1,1010.1,94.3,1.1,378.7,8
Hurricane,-72.4486,127.1985,28.3,158.1,91.7,134.7,942.2,62.2,0.1,17.7,3
No Disaster,81.4296,-61.6239,19.9,15.0,54.4,18.9,999.4,55.8,0.3,705.0,8
No Disaster,31.9902,-89.1667,23.1,3.4,31.6,14.3,1004.3,55.5,0.8,168.3,11
Volcanic Eruption,31.796,48.977,13.0,28.9,38.5,19.1,1005.5,79.2,8.7,3801.6,3
Earthquake,60.9937,61.5647,23.9,18.1,72.8,14.5,993.9,46.3,9.0,94.4,6
Tsunami,-27.0367,130.4987,22.3,20.9,78.9,17.3,994.0,68.9,8.5,49.8,4
Landslide,7.9663,171.2804,15.5,239.3,80.3,15.6,989.8,96.4,4.0,2015.5,6
Blizzard,-78.6366,-37.1682,-15.8,4.5,94.8,51.8,996.4,76.4,1.2,1800.6,2
Drought,26.7745,-29.1709,36.9,2.6,23.8,15.3,1008.0,11.9,1.5,217.6,4
Blizzard,-89.7041,-44.4906,-12.9,4.8,94.5,26.3,999.4,80.5,0.4,1662.2,6
Heatwave,41.9147,135.4293,47.2,0.5,19.1,4.6,1013.6,1.5,0.7,568.8,10
Drought,-70.0914,-167.1875,44.9,2.3,6.3,8.8,1001.0,7.8,1.2,170.6,5
Landslide,33.5725,113.426,23.2,343.3,90.1,1.0,994.1,71.1,5.2,1641.4,7
Hurricane,45.8225,-90.5022,30.4,298.8,96.4,114.6,965.3,63.8,0.0,40.3,3
Volcanic Eruption,-68.0617,-173.421,23.1,3.4,79.5,38.1,959.6,61.5,4.9,2284.5,9
Hurricane,-37.555,-29.7379,28.8,281.4,97.6,173.9,946.5,54.3,1.9,6.0,7
Heatwave,88.8811,-66.7336,46.7,1.7,23.3,10.8,1014.3,6.5,0.0,608.7,1
Wildfire,57.825,16.0671,36.2,9.6,8.7,53.0,995.1,25.6,0.0,865.3,1
Earthquake,60.5558,0.8876,10.3,40.1,78.8,12.1,1007.6,65.1,9.3,1509.1,7
No Disaster,16.5999,72.3367,12.9,8.9,54.9,13.1,1002.3,49.9,0.2,401.5,3
No Disaster,-22.0746,-31.134,10.6,5.5,58.7,19.1,1000.6,31.3,0.4,392.2,9
Drought,37.0721,1.3279,42.4,5.1,20.5,14.6,1012.0,15.4,0.9,316.6,1
Wildfire,78.8515,150.353,48.3,6.3,17.1,13.5,1000.0,9.4,1.3,662.7,7
Hurricane,58.4653,67.9718,30.5,186.3,85.6,245.2,962.9,72.6,1.9,58.7,11
Drought,38.2798,-110.4624,37.1,4.7,14.5,15.3,1010.3,4.0,0.6,36.1,10
No Disaster,-33.1018,-159.9333,19.1,4.8,41.6,1.6,994.4,38.9,0.2,910.8,2
No Disaster,-18.4911,-91.6018,22.2,6.9,33.3,11.4,1007.4,51.4,0.5,443.8,8
No Disaster,-75.4283,135.581,20.9,6.0,48.0,4.0,1016.7,33.4,0.0,502.0,8
No Disaster,17.5373,137.1223,10.7,5.1,44.0,4.5,1012.3,57.6,0.8,342.1,12
Flood,22.3633,118.5787,17.9,475.2,86.6,19.0,992.9,72.5,1.8,79.6,10
Hurricane,-24.614,105.8166,34.4,243.5,93.5,220.8,972.3,65.8,0.1,40.2,10
No Disaster,15.0159,-12.8866,19.3,9.6,49.9,4.4,993.4,47.9,1.0,26.9,4
No Disaster,-51.1143,168.2176,20.7,19.1,42.8,9.5,1016.9,45.8,1.4,252.2,2
Landslide,30.0117,3.9495,16.4,163.4,70.7,10.7,985.0,81.6,2.6,2476.3,4
Landslide,41.061,36.0905,21.0,342.4,99.3,17.2,985.4,89.5,2.3,2794.8,6
No Disaster,-70.5321,123.1585,19.2,6.5,35.8,11.1,1007.5,36.2,1.7,84.3,7
Earthquake,62.5586,-114.5456,18.6,8.3,62.4,10.7,1012.2,37.9,6.3,83.0,5
Hurricane,60.5756,73.5607,34.3,260.8,82.7,139.8,964.8,57.7,0.2,53.2,10
Earthquake,40.6953,-136.3309,16.1,26.6,53.9,12.0,995.8,45.2,8.0,1939.6,5
No Disaster,-67.6607,-136.2906,20.8,3.7,39.9,9.7,990.7,37.5,0.8,279.6,12
Earthquake,3.4763,-108.8799,26.1,9.3,25.1,8.7,1013.0,47.5,6.6,1116.3,2
Heatwave,-77.4505,141.6257,43.9,0.6,19.5,12.5,1022.9,6.3,0.9,32.7,6
Drought,9.5067,86.6389,37.3,0.9,29.3,15.4,1015.4,4.7,0.7,214.6,8
Landslide,45.0276,-15.5456,22.7,178.6,77.7,24.8,987.0,99.4,3.9,2583.9,9
Volcanic Eruption,-80.5061,120.2991,7.4,2.3,46.3,33.8,968.4,56.9,4.2,2347.2,2
Wildfire,-27.6846,55.3632,40.3,6.2,18.3,21.6,1002.1,29.8,1.7,934.0,1
Flood,18.1426,72.3117,19.3,389.2,83.7,24.5,1002.7,71.3,0.8,92.5,5
No Disaster,-69.6061,-118.1115,18.2,3.3,31.9,6.3,996.6,45.5,0.2,751.8,2
Flood,-87.1149,166.9267,20.7,381.0,72.4,30.5,1008.0,83.0,0.3,58.2,12
Wildfire,54.3669,-122.1863,43.1,1.9,15.8,23.6,999.5,25.3,1.0,1070.7,12
Volcanic Eruption,31.7517,-71.6521,8.7,37.8,48.4,9.0,993.2,41.6,5.6,2405.7,1
Blizzard,87.2378,-104.7249,-26.1,2.0,90.8,45.5,999.8,60.8,0.1,947.1,5
Earthquake,-35.6743,-166.5371,20.1,20.2,58.1,12.4,994.2,69.1,6.2,890.5,10
Wildfire,-24.5873,157.7452,39.1,3.3,15.5,48.3,1017.9,6.1,1.6,1160.1,5
Hurricane,-18.1573,-92.7874,27.0,293.2,98.0,107.0,946.9,66.2,0.5,62.9,9
Drought,66.5161,-114.9633,44.2,2.2,13.2,20.1,1009.8,12.2,0.7,371.2,10
No Disaster,76.3757,-97.0608,14.3,7.4,49.9,2.4,1018.6,56.0,1.2,674.0,10
No Disaster,17.6054,59.3061,16.3,14.0,42.3,10.1,990.2,50.8,1.3,38.4,8
Earthquake,-34.0712,5.2163,27.1,23.3,41.6,10.7,1015.1,47.7,9.3,589.9,4
No Disaster,46.247,68.0836,23.0,19.9,42.8,2.2,990.9,51.8,1.7,220.7,6
Flood,10.384,-160.3403,29.6,353.8,78.7,24.1,1005.7,72.2,0.5,12.9,4
Landslide,38.7686,170.3739,13.0,152.4,72.3,11.3,1006.9,70.2,3.8,1658.5,7
Earthquake,70.4052,-14.2721,24.2,49.2,23.0,1.9,1015.2,41.3,6.2,78.7,9
No Disaster,-81.5295,-172.9987,12.8,8.3,58.1,9.1,998.7,46.9,0.2,609.5,11
Earthquake,6.3976,-8.286,17.8,44.4,73.6,6.7,1011.5,67.1,9.3,1017.9,4
No Disaster,8.5149,140.5587,13.9,9.4,39.7,19.0,1014.7,51.3,1.2,820.6,3
Drought,-75.137,-124.3725,36.6,5.1,11.5,11.3,1002.2,6.1,1.4,472.4,3
No Disaster,-43.432,-55.0108,21.9,12.5,58.1,13.6,1007.1,48.3,1.9,788.2,11
Flood,-43.6262,-18.0203,25.4,419.9,99.9,18.6,996.1,81.3,1.0,16.9,6
Hurricane,-66.7397,-159.2132,33.5,158.9,81.8,115.6,944.8,53.6,1.3,13.3,8
No Disaster,57.0944,-175.0818,23.4,0.6,37.2,0.6,1000.1,45.4,1.6,338.0,4
Drought,-47.1079,-99.2221,37.6,2.6,5.2,18.0,1012.8,8.9,1.5,285.6,2
No Disaster,27.7824,134.1072,13.7,9.0,57.8,13.2,1001.7,33.9,0.5,581.2,9
Earthquake,-46.0808,168.0243,29.2,12.4,40.9,17.9,1023.8,47.7,6.8,1052.2,6
No Disaster,-41.981,-136.9689,13.5,2.1,54.7,2.8,1012.4,31.4,1.9,711.2,10
Flood,-34.2955,170.9655,21.2,333.4,87.3,39.5,987.2,87.3,1.8,60.7,7
No Disaster,-0.7123,-177.204,17.4,19.7,38.3,7.9,1010.6,54.4,0.8,309.7,3
Flood,-65.9199,163.1906,16.1,259.7,80.4,28.6,996.3,65.0,0.7,23.9,6
Wildfire,46.8591,80.0681,35.1,5.1,7.1,53.3,1016.1,12.6,0.9,594.3,6
Flood,-25.441,-83.5947,21.5,227.4,92.4,10.4,999.3,67.3,0.6,63.6,2
Wildfire,-88.231,-32.6943,39.9,6.9,16.5,25.2,1014.3,8.8,0.9,1145.1,4
Volcanic Eruption,63.3223,-161.0732,7.1,28.4,51.9,18.3,977.8,57.2,6.8,1006.2,8
No Disaster,-29.9202,28.5528,23.3,11.4,49.0,10.4,991.5,37.0,1.0,310.2,9
No Disaster,-67.5696,54.8913,10.8,8.9,46.6,6.0,1003.7,34.9,0.6,621.1,6
No Disaster,55.4323,96.3953,11.7,12.9,55.0,11.5,1009.4,43.8,1.1,34.4,6
Hurricane,-74.6517,131.8261,30.0,194.5,81.6,164.8,980.0,58.8,0.2,58.5,2
Blizzard,67.883,10.1481,-16.0,1.1,86.0,72.1,1009.0,85.0,0.1,313.6,11
Flood,-50.4248,-19.8578,28.5,240.1,81.6,34.6,1009.1,78.2,1.3,57.2,6
Drought,25.0394,-57.2537,45.0,2.6,12.0,23.6,1000.6,13.9,1.1,418.2,6
Tsunami,85.6083,-156.5004,28.2,19.4,79.4,2.6,1009.5,69.1,9.3,22.0,3
Drought,-51.7204,-145.0734,31.0,5.9,25.6,22.2,1011.6,15.7,1.4,137.6,4
Wildfire,4.5573,-156.2201,49.6,3.6,12.2,27.8,1010.5,19.9,1.4,548.6,8
Blizzard,-28.2507,60.097,-26.9,0.1,65.6,62.9,1014.0,99.3,0.7,1751.8,11
No Disaster,57.8267,-91.9242,16.3,16.8,56.3,4.9,1006.5,35.8,0.2,911.1,5
No Disaster,46.8063,-162.4441,22.7,8.8,40.3,10.9,992.7,52.7,1.2,186.6,4
No Disaster,-55.9002,-35.5867,24.2,7.9,33.7,10.5,993.3,36.1,2.0,541.4,9
No Disaster,17.3424,-81.2834,10.4,14.7,48.8,11.6,1012.3,50.3,0.4,352.5,11
Landslide,34.8954,-69.9071,21.4,304.9,72.3,15.4,985.4,79.9,4.4,1644.6,5
Hurricane,50.6632,73.1798,33.3,158.4,93.7,227.6,944.3,75.6,0.6,95.8,4
No Disaster,81.7086,-104.4295,21.8,15.5,36.5,12.4,991.4,44.5,0.0,921.1,8
Landslide,0.1115,148.2426,12.2,311.5,77.0,4.7,1000.8,87.8,5.0,1618.9,11
Wildfire,77.0426,-120.4487,35.0,9.8,18.6,12.8,1015.0,13.7,0.5,1342.4,1
No Disaster,-71.3745,56.3626,23.6,3.4,59.0,9.1,1018.4,50.3,0.6,188.3,6
Drought,-29.5772,26.8496,37.7,5.1,7.7,13.5,1011.3,14.7,1.3,272.5,4
